id,first_name,last_name,gender,birthdate,deathdate,mother_id,father_id,spouse_id,children_ids
312,Gena,Dallaghan,Female,5/12/1905,8/18/1959,312,312,312,[{}]
313,Costanza,Blaskett,Male,8/18/1912,4/17/1989,313,313,313,"[{},{},{}]"
314,Shaina,Hertwell,Female,5/30/2019,3/20/1957,314,314,314,"[{},{},{},{},{}]"
315,Susi,Beldam,Female,1/18/1950,4/30/1943,315,315,315,"[{},{}]"
316,Nicolas,Goldring,Male,9/17/1947,11/20/1947,316,316,316,[{}]
317,Genia,Cheson,Male,7/24/1935,7/28/1953,317,317,317,"[{},{}]"
318,Curry,Tregiddo,Male,4/1/1913,12/31/1986,318,318,318,"[{},{},{},{},{}]"
319,Penni,Haddon,Female,11/21/1908,11/14/1991,319,319,319,"[{},{},{},{}]"
320,Clarey,Whyborne,Female,12/6/1960,1/15/1967,320,320,320,[]
321,Muffin,Jinkins,Female,9/26/1968,10/29/1942,321,321,321,"[{},{}]"
322,Evelyn,Gatland,Female,4/19/1900,12/26/1959,322,322,322,"[{},{}]"
323,Kattie,Gittings,Female,3/29/1904,7/31/1952,323,323,323,"[{},{},{}]"
324,Walsh,Shales,Male,4/2/1987,5/24/1935,324,324,324,[]
325,Garth,Cisland,Male,3/27/1987,7/9/1920,325,325,325,[]
326,Boony,Caughan,Male,10/14/2014,7/14/1943,326,326,326,[]
327,Sile,Tailour,Female,2/23/1974,1/1/1988,327,327,327,[{}]
328,Ram,Larchier,Male,12/15/1958,5/3/1912,328,328,328,"[{},{},{},{}]"
329,Syman,Constable,Female,7/30/1949,3/3/1998,329,329,329,"[{},{},{}]"
330,Nari,Keoghan,Male,3/19/2010,6/25/2012,330,330,330,[{}]
331,Xenia,Semmence,Male,7/16/1950,12/18/2014,331,331,331,"[{},{},{}]"
332,Ede,Boliver,Female,6/20/1936,1/13/1992,332,332,332,"[{},{},{},{},{}]"
333,Hurley,Dwelly,Female,6/14/2004,11/26/1949,333,333,333,"[{},{}]"
334,Petr,Duetschens,Male,9/2/1955,9/8/1994,334,334,334,"[{},{},{},{},{}]"
335,Ellynn,Dawber,Female,10/17/1913,3/14/1979,335,335,335,[{}]
336,Una,Eisig,Female,5/4/2003,12/27/1999,336,336,336,[]
337,Shina,Mumberson,Male,11/16/1979,6/17/1986,337,337,337,"[{},{},{}]"
338,Fifi,Harpur,Male,7/1/1951,11/20/1993,338,338,338,"[{},{},{},{}]"
339,Henrietta,Farnaby,Male,12/19/1949,12/18/1911,339,339,339,[]
340,Sara-ann,Coddrington,Female,10/20/1931,10/19/2008,340,340,340,[{}]
341,Dominga,Lannen,Male,9/29/1931,9/20/1994,341,341,341,"[{},{},{},{},{}]"
342,Donaugh,Renfree,Male,9/23/1990,9/28/1951,342,342,342,"[{},{}]"
343,Nicky,Enders,Male,11/13/1958,7/23/1983,343,343,343,"[{},{},{},{},{}]"
344,Tabitha,Clegg,Male,2/6/2009,11/3/1953,344,344,344,[{}]
345,Rance,Dufore,Male,12/21/1990,2/1/1990,345,345,345,"[{},{},{},{}]"
346,Pen,Weekland,Male,1/30/1980,7/22/1913,346,346,346,[]
347,Isadore,Vlies,Female,1/30/1939,9/5/1919,347,347,347,"[{},{},{},{}]"
348,Torrance,Boosey,Female,11/11/1965,10/4/2007,348,348,348,"[{},{},{}]"
349,Donall,Bainbridge,Female,8/22/1969,9/20/1990,349,349,349,"[{},{},{},{}]"
350,Brynna,Cavolini,Male,5/11/1942,9/28/1916,350,350,350,[{}]
351,Bordy,Magog,Female,2/28/1983,8/24/2014,351,351,351,[{}]
352,Winnifred,Loades,Female,2/15/1985,11/18/1935,352,352,352,"[{},{},{},{},{}]"
353,Pate,Halvosen,Female,10/21/1925,5/31/1994,353,353,353,"[{},{}]"
354,Cheslie,Partkya,Male,12/24/1969,10/23/1936,354,354,354,"[{},{}]"
355,Dreddy,Dimitrie,Female,7/25/1915,5/20/2015,355,355,355,"[{},{},{},{}]"
356,Leia,Cattlemull,Male,12/24/1949,2/16/2006,356,356,356,[{}]
357,Pernell,Ruddock,Male,1/13/1990,2/11/1950,357,357,357,[]
358,Dominick,Headly,Female,8/11/1945,3/23/1949,358,358,358,"[{},{},{}]"
359,Vonnie,Gwatkins,Female,2/3/1989,8/23/1966,359,359,359,"[{},{}]"
360,Dian,Loudian,Male,9/20/1977,2/22/1943,360,360,360,"[{},{},{}]"
361,Sapphira,Bosch,Female,7/12/2017,7/23/1986,361,361,361,"[{},{},{}]"
362,Nananne,Dutchburn,Male,2/28/1949,3/25/1992,362,362,362,"[{},{}]"
363,Michelle,Astlett,Male,8/12/1908,2/25/1993,363,363,363,"[{},{}]"
364,Matilda,Pury,Male,12/9/1994,5/29/1905,364,364,364,"[{},{},{},{}]"
365,Dalia,Gillise,Male,9/16/2015,9/21/1968,365,365,365,"[{},{},{}]"
366,Nicky,Sandell,Female,6/27/2004,3/22/1939,366,366,366,"[{},{}]"
367,Fara,Rawstorne,Female,4/3/1924,4/28/2017,367,367,367,[{}]
368,Raye,Crease,Male,4/3/1975,6/18/1965,368,368,368,"[{},{},{},{},{}]"
369,Dalli,Lukas,Male,1/1/1938,9/5/2019,369,369,369,"[{},{},{}]"
370,Jacinthe,Delhay,Female,9/3/1968,3/11/1993,370,370,370,"[{},{},{}]"
371,Kitti,Hudless,Female,8/16/1972,6/7/1988,371,371,371,"[{},{},{},{}]"
372,Federica,Becaris,Female,12/6/1971,11/18/2018,372,372,372,"[{},{},{},{},{}]"
373,Laureen,Etches,Male,8/12/1904,9/10/1976,373,373,373,[{}]
374,Roma,Bodega,Female,8/7/1938,11/21/1960,374,374,374,"[{},{},{}]"
375,Carma,Bernath,Male,9/7/1919,8/15/1925,375,375,375,[]
376,Davidde,MacMarcuis,Female,5/24/1901,12/19/1958,376,376,376,[{}]
377,Donica,Halsho,Male,10/7/1912,10/12/1939,377,377,377,"[{},{},{}]"
378,Darbee,Caddies,Female,10/10/1928,4/3/1975,378,378,378,[{}]
379,Gerti,Hucquart,Male,12/4/1915,9/8/1940,379,379,379,"[{},{},{},{},{}]"
380,Cecilla,Ralston,Female,10/4/1983,1/17/1927,380,380,380,[{}]
381,Fowler,Faustian,Male,2/14/2017,3/31/1950,381,381,381,"[{},{},{},{},{}]"
382,Stearn,Leirmonth,Female,3/20/2004,10/24/1987,382,382,382,[]
383,Anette,Luckman,Female,7/16/1947,7/30/1948,383,383,383,"[{},{},{},{},{}]"
384,Cob,Tuer,Female,5/11/1929,9/8/2016,384,384,384,[{}]
385,Wendi,Picken,Female,7/17/1968,7/26/1968,385,385,385,"[{},{}]"
386,Chucho,Tookill,Female,3/28/1993,9/7/1999,386,386,386,"[{},{}]"
387,Maxine,Roblin,Female,2/18/1910,10/5/1955,387,387,387,"[{},{},{},{}]"
388,Kory,Focke,Female,12/4/1933,8/10/1979,388,388,388,"[{},{},{},{}]"
389,Mauricio,Cowie,Female,5/9/1989,2/21/1963,389,389,389,"[{},{},{},{},{}]"
390,Edgardo,McEnteggart,Male,12/25/1937,5/14/1958,390,390,390,"[{},{},{},{},{}]"
391,Welbie,Knutton,Male,3/2/1963,6/19/1951,391,391,391,"[{},{}]"
392,Kellina,Batchelder,Female,3/7/1943,7/13/1987,392,392,392,[]
393,Westley,Culy,Female,11/3/1970,3/26/1991,393,393,393,"[{},{},{}]"
394,Gussi,Semechik,Male,2/5/1907,9/10/1953,394,394,394,"[{},{},{},{}]"
395,Granger,Braganza,Female,3/24/1986,12/19/1930,395,395,395,[{}]
396,Bay,Jamblin,Female,2/13/1971,5/25/2015,396,396,396,"[{},{}]"
397,Nellie,Mocher,Male,11/27/1974,10/28/1961,397,397,397,"[{},{},{},{},{}]"
398,Shepherd,McAughtrie,Male,12/25/1972,7/12/1908,398,398,398,"[{},{},{}]"
399,Thaxter,Helleckas,Male,3/21/1930,10/9/1941,399,399,399,"[{},{},{},{}]"
400,Umberto,Lotte,Female,5/23/2001,9/15/1975,400,400,400,[{}]
401,Victoir,Machin,Female,2/16/1934,11/11/1989,401,401,401,[{}]
402,Vaughn,Quinnelly,Female,5/10/2016,10/23/2012,402,402,402,[{}]
403,Justus,Carmel,Female,10/16/1956,2/9/2006,403,403,403,[]
404,Lissy,Sydall,Male,9/8/1987,6/7/2013,404,404,404,"[{},{}]"
405,Alphonso,Elland,Female,4/26/1994,8/15/1967,405,405,405,"[{},{},{}]"
406,Vernor,Kleinhaus,Male,5/23/1991,9/15/1941,406,406,406,"[{},{}]"
407,Cassandry,Rooper,Male,2/11/1969,6/2/1978,407,407,407,"[{},{}]"
408,Leela,Oriel,Male,11/28/1948,11/7/1963,408,408,408,"[{},{},{}]"
409,Torrin,Baughan,Female,1/30/1921,12/23/1925,409,409,409,"[{},{},{},{},{}]"
410,Merci,Syder,Male,11/4/2002,8/1/1917,410,410,410,[{}]
411,Marshal,Pavitt,Male,5/16/1910,2/5/1941,411,411,411,"[{},{},{},{}]"
412,Marlyn,Deavall,Female,7/13/1977,12/23/1910,412,412,412,"[{},{},{},{}]"
413,Eba,Medcalfe,Male,9/7/1929,9/26/2000,413,413,413,[{}]
414,Rayna,Portlock,Male,12/20/1955,7/20/2020,414,414,414,[]
415,Kipper,Grishin,Male,5/16/1997,11/4/1921,415,415,415,[{}]
416,Shanna,Radford,Male,6/2/1910,11/29/1990,416,416,416,"[{},{},{}]"
417,Cheri,Ciccottio,Male,8/4/1959,5/19/1905,417,417,417,[{}]
418,Lotty,Leahy,Male,3/12/1940,5/19/1962,418,418,418,"[{},{},{}]"
419,Darya,Rooksby,Male,8/28/1964,2/2/1923,419,419,419,[{}]
420,Winni,Sturman,Male,5/17/1968,11/8/1928,420,420,420,"[{},{},{},{}]"
421,Obidiah,Dignam,Female,7/1/1928,1/9/1935,421,421,421,"[{},{},{},{},{}]"
422,Nehemiah,Giovanizio,Male,12/1/1911,9/12/1921,422,422,422,"[{},{},{},{}]"
423,Tito,Curtoys,Female,6/9/2006,6/17/1925,423,423,423,"[{},{}]"
424,Mercie,Ellard,Male,11/19/1943,5/29/2017,424,424,424,[]
425,Dennie,Nowell,Male,10/11/2021,10/11/1987,425,425,425,"[{},{},{},{},{}]"
426,Guss,Stearne,Female,11/5/1959,9/23/1941,426,426,426,[{}]
427,Rorie,Dryden,Female,8/8/1930,3/22/2013,427,427,427,"[{},{},{}]"
428,Tobie,Westcott,Female,4/13/1968,11/28/2010,428,428,428,"[{},{},{},{},{}]"
429,Jarret,Barradell,Male,11/27/1966,10/11/1972,429,429,429,"[{},{}]"
430,Kendrick,Taffe,Male,10/9/1988,4/14/1992,430,430,430,"[{},{},{},{},{}]"
431,Broderic,Pinxton,Male,4/20/1983,12/8/1972,431,431,431,"[{},{},{},{}]"
432,Berne,Chrippes,Male,6/15/1945,10/27/1992,432,432,432,"[{},{},{},{},{}]"
433,Hayes,Messent,Female,5/20/1958,3/15/1956,433,433,433,"[{},{}]"
434,Elga,Galler,Male,9/13/2004,2/28/1967,434,434,434,[{}]
435,Hurlee,Crotch,Male,10/19/1985,8/5/2000,435,435,435,"[{},{},{}]"
436,Gerick,Vanes,Female,8/22/1993,8/23/1991,436,436,436,"[{},{},{}]"
437,Aldridge,Heineking,Male,5/1/1963,2/6/2021,437,437,437,"[{},{},{},{}]"
438,Daune,Gillogley,Female,9/11/1968,2/25/1960,438,438,438,"[{},{},{},{}]"
439,Uri,Doche,Male,12/8/1958,10/21/1974,439,439,439,[]
440,Jillane,Reolfi,Female,6/25/1998,10/13/1964,440,440,440,[{}]
441,Jesse,Lightbourne,Female,7/15/1970,9/9/1905,441,441,441,"[{},{},{},{},{}]"
442,Darnell,Callf,Female,1/12/1926,6/17/1951,442,442,442,[{}]
443,Fonzie,Molson,Female,5/27/1943,10/6/2007,443,443,443,"[{},{},{}]"
444,Garrick,Carrel,Female,10/2/1964,7/23/1944,444,444,444,"[{},{},{},{}]"
445,Baxter,Dradey,Male,12/26/1937,1/17/1903,445,445,445,[{}]
446,Brietta,Wandtke,Male,1/2/1975,6/2/1995,446,446,446,[]
447,Carola,Eliasson,Female,8/28/1958,6/2/2019,447,447,447,[{}]
448,Clemmy,Saynor,Female,7/23/1900,5/26/1917,448,448,448,[{}]
449,Linea,Kelner,Male,6/16/2014,4/26/1916,449,449,449,"[{},{},{},{}]"
450,Christine,MacTrustey,Male,12/11/1989,6/21/2011,450,450,450,"[{},{},{},{}]"
451,Leilah,Reihm,Male,2/9/1922,6/10/2015,451,451,451,"[{},{},{},{},{}]"
452,Jannelle,Galpin,Female,2/17/1947,3/31/1986,452,452,452,"[{},{},{},{}]"
453,Collin,Bromwich,Female,6/3/2016,6/29/2003,453,453,453,"[{},{}]"
454,Cassie,Wallach,Male,4/8/1997,2/12/1950,454,454,454,"[{},{},{}]"
455,Bartlett,Kornyshev,Male,1/23/2001,6/7/1988,455,455,455,"[{},{},{},{},{}]"
456,Andi,Keets,Female,5/7/1928,4/4/1935,456,456,456,"[{},{}]"
457,Neda,Fronsek,Female,12/20/1923,12/26/1978,457,457,457,[{}]
458,Kipp,Aymeric,Female,12/13/2013,4/13/1918,458,458,458,[]
459,Lonnard,Perrelle,Female,4/29/2004,11/6/2007,459,459,459,"[{},{},{}]"
460,Fraser,Wheeler,Female,5/16/1910,11/22/1904,460,460,460,"[{},{}]"
461,Amelina,Pepler,Female,9/4/1963,12/12/1996,461,461,461,[{}]
462,Orsola,Shotboult,Female,6/4/1903,1/21/1981,462,462,462,"[{},{},{},{},{}]"
463,Elberta,Infante,Female,2/26/1972,3/1/1906,463,463,463,"[{},{},{},{},{}]"
464,Rachele,Lamblin,Male,7/22/1951,6/12/1922,464,464,464,[]
465,Sophronia,Dimock,Female,5/2/1920,11/21/1920,465,465,465,"[{},{},{},{}]"
466,Barry,Millgate,Male,3/15/1949,3/15/2009,466,466,466,[]
467,Marena,Sobieski,Female,7/21/1994,2/9/2021,467,467,467,"[{},{}]"
468,Jaymie,Nolleau,Male,8/13/1907,9/4/2007,468,468,468,[]
469,Regina,Waadenburg,Male,8/1/1973,6/3/1946,469,469,469,[]
470,Homere,Rubinivitz,Female,3/9/1985,1/21/2013,470,470,470,"[{},{}]"
471,Nat,Place,Male,9/11/1902,8/16/1927,471,471,471,"[{},{}]"
472,Ninette,Driver,Male,7/7/1957,12/2/2001,472,472,472,[]
473,Reg,Way,Female,5/28/2003,10/6/2006,473,473,473,"[{},{},{},{}]"
474,Juliane,Attwill,Female,2/11/2009,7/26/1911,474,474,474,[{}]
475,Gwendolen,Padbery,Female,11/24/1928,10/2/1969,475,475,475,"[{},{},{},{},{}]"
476,Sloan,Rawll,Male,1/18/1912,12/12/1939,476,476,476,"[{},{},{}]"
477,Culley,Gerrell,Female,5/13/2010,8/6/1908,477,477,477,[]
478,Tyson,Lorente,Male,1/26/1998,5/16/1994,478,478,478,[{}]
479,Hester,Neligan,Male,4/14/1993,11/21/1946,479,479,479,[]
480,Elspeth,Botte,Male,11/15/1946,2/14/1943,480,480,480,"[{},{},{}]"
481,Mable,Battisson,Male,9/21/2003,8/20/2017,481,481,481,[]
482,Deeann,Perett,Male,11/22/1965,9/1/1972,482,482,482,"[{},{}]"
483,Joell,Hanley,Female,5/10/1998,2/13/1936,483,483,483,"[{},{},{},{},{}]"
484,Ingrid,Pellew,Male,9/23/1920,8/29/1959,484,484,484,[]
485,Jackelyn,Belcher,Female,2/5/1970,1/27/1950,485,485,485,[]
486,Claudina,Flatley,Female,11/12/1939,3/17/2003,486,486,486,"[{},{},{},{}]"
487,Heindrick,Hardwin,Male,2/4/1930,11/3/2006,487,487,487,"[{},{},{},{},{}]"
488,Bartlett,Meininger,Male,4/27/2015,7/6/1982,488,488,488,[]
489,Johann,Pealing,Female,10/16/1919,8/21/1945,489,489,489,"[{},{},{}]"
490,Pavlov,Shuter,Female,3/25/1905,10/8/2000,490,490,490,"[{},{},{},{},{}]"
491,Jed,Leatherbarrow,Male,2/2/1912,3/20/1970,491,491,491,"[{},{},{}]"
492,Barrett,Farlowe,Female,3/14/2001,8/21/1984,492,492,492,[{}]
493,Salli,Giblett,Male,12/28/1969,6/8/1924,493,493,493,"[{},{},{},{}]"
494,Ardelis,Poyzer,Male,1/28/1903,10/13/1919,494,494,494,"[{},{},{},{},{}]"
495,Hobart,Ambrus,Female,9/3/2017,4/22/2021,495,495,495,[]
496,Fayth,Starmore,Male,2/24/1957,3/21/1930,496,496,496,"[{},{},{},{}]"
497,Naoma,Frandsen,Male,7/25/2015,8/17/1947,497,497,497,"[{},{},{}]"
498,Carol-jean,Paz,Male,6/10/1927,6/24/1913,498,498,498,"[{},{},{}]"
499,Lorinda,Lawtie,Female,11/23/2010,2/1/1914,499,499,499,"[{},{},{},{}]"
500,Urbano,Revelle,Male,10/18/1962,1/1/2004,500,500,500,"[{},{}]"
501,Alfred,Bugge,Male,9/17/1927,1/8/2011,501,501,501,"[{},{},{},{},{}]"
502,Hart,Sheppey,Female,8/7/1964,7/18/1966,502,502,502,"[{},{},{},{}]"
503,Natalee,Schutze,Female,12/21/1912,7/17/1994,503,503,503,[{}]
504,Alica,Kidman,Female,9/4/1943,8/20/1986,504,504,504,"[{},{},{},{},{}]"
505,Elvyn,Denziloe,Female,9/9/1999,10/8/1913,505,505,505,"[{},{},{}]"
506,Alfred,Sumpter,Female,5/12/1945,8/14/1973,506,506,506,"[{},{}]"
507,Roley,Bignell,Male,10/30/2006,2/24/1957,507,507,507,"[{},{},{}]"
508,Jillene,Stubbin,Female,3/15/1930,3/14/1934,508,508,508,[]
509,Kala,Chatel,Male,12/24/1996,2/18/1909,509,509,509,[{}]
510,Renie,Jagielski,Male,12/2/1973,2/19/1930,510,510,510,[]
511,Lorne,Ormesher,Male,6/9/1958,11/19/1922,511,511,511,"[{},{},{}]"
512,Bentley,Reddy,Female,2/3/1945,2/26/1986,512,512,512,"[{},{},{},{},{}]"
513,Cherish,Kolis,Female,1/17/2014,3/10/2020,513,513,513,[{}]
514,Didi,Chapelhow,Female,12/30/1982,8/27/1991,514,514,514,[]
515,Pacorro,Livingstone,Female,11/16/1994,3/15/1969,515,515,515,[{}]
516,Meredith,Rucklidge,Male,6/3/1916,12/26/1928,516,516,516,[]
517,Tyrus,Bocock,Male,10/14/1923,10/15/1940,517,517,517,[]
518,Cheri,Howis,Male,12/28/1954,10/9/1978,518,518,518,"[{},{},{},{},{}]"
519,Hadleigh,Lockey,Female,5/23/2013,11/27/1965,519,519,519,"[{},{},{}]"
520,Gerda,Hardisty,Female,3/25/2005,9/21/1910,520,520,520,[]
521,Leroy,Ewbanche,Male,2/25/2010,2/29/1980,521,521,521,[]
522,Pammi,Dymott,Male,3/27/1944,2/9/1915,522,522,522,[{}]
523,Paddy,Mapstone,Male,8/10/1922,12/30/1994,523,523,523,"[{},{},{}]"
524,Dagmar,Rosewarne,Female,2/22/2002,9/7/2016,524,524,524,"[{},{},{},{}]"
525,Any,Harcus,Male,9/29/1933,10/12/1948,525,525,525,"[{},{},{},{},{}]"
526,Crin,Alforde,Female,8/14/1934,8/1/1916,526,526,526,"[{},{},{},{}]"
527,Bamby,Salvidge,Male,4/23/2006,9/8/1914,527,527,527,"[{},{},{},{},{}]"
528,Hansiain,Waddoups,Female,2/15/1981,7/24/1982,528,528,528,"[{},{}]"
529,Haskell,Fernao,Male,11/8/2009,7/28/1949,529,529,529,[{}]
530,Vyky,Angrock,Male,3/15/1969,9/30/1943,530,530,530,"[{},{},{}]"
531,Wayland,Baston,Female,3/7/1993,8/17/1928,531,531,531,"[{},{},{}]"
532,Hebert,Loadman,Male,5/8/1918,12/12/1930,532,532,532,"[{},{},{},{},{}]"
533,Junina,McCaughey,Male,12/29/2000,3/26/1944,533,533,533,[]
534,Quinlan,Shinner,Male,11/25/1958,5/1/1948,534,534,534,"[{},{},{}]"
535,Johnna,Mathissen,Female,1/12/1928,5/19/1984,535,535,535,"[{},{}]"
536,Roobbie,Wimmer,Male,1/20/1993,1/11/1969,536,536,536,"[{},{},{}]"
537,Keven,Haine,Male,5/4/1958,10/2/1949,537,537,537,"[{},{},{},{},{}]"
538,Sutherland,Reide,Male,9/13/2002,10/6/2003,538,538,538,[]
539,Udale,Chapell,Female,7/29/1937,1/19/1994,539,539,539,"[{},{},{}]"
540,Deck,Cerith,Male,7/7/1998,9/21/1979,540,540,540,"[{},{}]"
541,Alastair,Sidaway,Male,2/6/1906,11/15/2005,541,541,541,"[{},{}]"
542,Claudina,Cromar,Male,8/28/1909,11/8/1994,542,542,542,"[{},{},{},{},{}]"
543,Randie,Burrett,Male,12/30/1988,10/24/1917,543,543,543,[{}]
544,Ora,Seeley,Female,10/5/1957,10/20/1963,544,544,544,"[{},{}]"
545,Margette,Rigbye,Male,1/18/1956,12/26/2002,545,545,545,"[{},{},{},{}]"
546,Lula,Gayle,Male,5/25/2017,3/29/1963,546,546,546,"[{},{},{},{}]"
547,Renate,Dallicott,Female,10/28/1920,8/23/2013,547,547,547,"[{},{},{},{},{}]"
548,Whitman,Dobrovsky,Female,6/18/1989,1/21/1917,548,548,548,"[{},{},{}]"
549,Maxie,Pethybridge,Female,2/21/1995,6/2/1919,549,549,549,"[{},{},{},{},{}]"
550,Spenser,Minot,Male,2/22/2021,4/6/2011,550,550,550,"[{},{},{},{}]"
551,Krissie,Caddies,Male,2/5/1986,4/6/1909,551,551,551,[{}]
552,Giselbert,Golbourn,Male,3/20/1916,3/6/2003,552,552,552,"[{},{},{},{}]"
553,Marve,Clineck,Male,11/3/1945,4/22/1979,553,553,553,"[{},{},{},{},{}]"
554,Ophelie,Wallhead,Female,12/29/1904,11/17/1989,554,554,554,"[{},{},{},{}]"
555,Carola,Backwell,Male,5/17/1935,3/23/1931,555,555,555,"[{},{},{},{},{}]"
556,Beverlee,Ragdale,Male,9/9/1992,3/19/1953,556,556,556,[{}]
557,Val,Lehrer,Female,5/27/2013,8/2/1983,557,557,557,"[{},{},{}]"
558,Deina,Willey,Female,7/23/1976,9/5/1981,558,558,558,"[{},{},{}]"
559,Hedi,Ameer-Beg,Female,8/27/1974,10/26/1954,559,559,559,[]
560,Bordy,Freddi,Male,5/31/2007,12/5/1933,560,560,560,[{}]
561,Imogen,Giggie,Male,7/3/2008,2/6/1918,561,561,561,"[{},{},{},{},{}]"
562,Collin,Thurman,Female,12/8/1900,9/13/2003,562,562,562,"[{},{},{}]"
563,Mal,Antonnikov,Male,5/27/2018,1/9/1998,563,563,563,"[{},{},{},{}]"
564,Elicia,Hoggin,Female,7/23/2010,5/23/1984,564,564,564,"[{},{},{},{},{}]"
565,Mona,Fuzzens,Male,6/14/1949,5/16/1974,565,565,565,[{}]
566,Giffer,Holley,Male,12/29/1928,8/26/1934,566,566,566,[{}]
567,Dwight,Slimm,Male,3/7/2004,7/15/1934,567,567,567,"[{},{},{}]"
568,Guilbert,Chisholme,Male,5/26/1922,1/11/1903,568,568,568,[]
569,Diana,Caulier,Female,10/6/1991,9/18/1988,569,569,569,[]
570,Olympia,Condy,Female,9/13/1913,7/10/2003,570,570,570,[{}]
571,Kippy,Reisk,Female,5/19/1996,12/16/1962,571,571,571,"[{},{},{},{},{}]"
572,Buffy,Shorland,Female,5/23/1927,8/15/1959,572,572,572,[{}]
573,Herrick,Guyonnet,Male,7/11/1929,5/31/2021,573,573,573,"[{},{},{}]"
574,Flor,Oliphant,Female,8/8/1913,5/22/1931,574,574,574,[{}]
575,Chelsey,McCutheon,Female,5/11/1945,2/27/1908,575,575,575,[]
576,Ronald,Corselles,Male,1/2/2015,12/17/2006,576,576,576,[{}]
577,Charlotte,Ivanishin,Male,8/3/1933,4/2/1961,577,577,577,"[{},{},{},{}]"
578,Griffy,Rolin,Female,3/13/1996,1/18/1904,578,578,578,[{}]
579,Jamaal,Arboin,Female,7/26/1941,2/9/2021,579,579,579,"[{},{},{},{}]"
580,Lexy,Quakley,Female,6/15/1930,2/9/1995,580,580,580,"[{},{}]"
581,Ginnie,Paviour,Female,4/24/1962,4/5/1947,581,581,581,[{}]
582,Dacy,Duncanson,Male,1/3/1914,9/9/1906,582,582,582,"[{},{},{},{}]"
583,Abra,Colbridge,Female,10/2/2010,2/6/1951,583,583,583,"[{},{}]"
584,Lesli,Scrange,Female,7/28/2001,10/28/1986,584,584,584,"[{},{},{},{}]"
585,Rochell,Mabbe,Female,8/12/1983,4/7/1996,585,585,585,"[{},{},{},{}]"
586,Turner,Jordeson,Female,1/29/1913,5/8/1936,586,586,586,[]
587,Ileana,Ommanney,Female,2/17/1948,5/24/1940,587,587,587,"[{},{},{}]"
588,Virgina,Cotelard,Female,10/1/1916,6/2/1906,588,588,588,"[{},{},{}]"
589,Nerty,Gutman,Male,10/5/1986,9/19/1917,589,589,589,"[{},{},{}]"
590,Kinny,Swateridge,Male,10/27/2021,11/24/1944,590,590,590,"[{},{},{}]"
591,Goddard,McGrail,Male,7/29/2019,10/4/1903,591,591,591,"[{},{},{},{},{}]"
592,Carmina,Spatig,Male,11/22/1904,4/26/1926,592,592,592,"[{},{},{},{},{}]"
593,Otes,Groneway,Male,4/17/1920,9/1/1903,593,593,593,"[{},{},{}]"
594,Julissa,Ick,Female,10/19/1944,2/6/1904,594,594,594,[{}]
595,Fenelia,De la Harpe,Male,10/15/1957,7/4/2020,595,595,595,[]
596,Bab,Ell,Male,1/22/2008,7/14/2019,596,596,596,"[{},{}]"
597,Nevsa,Gummary,Female,1/7/1948,1/8/1942,597,597,597,"[{},{},{},{}]"
598,Roda,Neilson,Female,2/7/2015,1/21/2009,598,598,598,"[{},{}]"
599,Katherina,Sweating,Male,9/10/1990,10/4/1989,599,599,599,[{}]
600,Keslie,Sallan,Female,11/27/1971,10/9/1926,600,600,600,"[{},{},{}]"
601,Nonna,Clausen,Female,8/13/2012,9/15/1980,601,601,601,"[{},{},{},{},{}]"
602,Gilbertina,Matijevic,Male,3/4/2007,2/14/2003,602,602,602,"[{},{},{},{},{}]"
603,Audie,Pouck,Male,9/27/1948,6/22/1970,603,603,603,"[{},{},{},{},{}]"
604,Gardy,Duffit,Female,3/16/1949,12/12/1967,604,604,604,"[{},{},{}]"
605,Mitch,Haylock,Female,11/14/1979,10/6/1953,605,605,605,[{}]
606,Elladine,Bradnum,Female,7/11/1919,6/13/1985,606,606,606,"[{},{},{},{},{}]"
607,Simonette,Shilton,Female,11/10/1923,11/1/1987,607,607,607,"[{},{},{},{}]"
608,Malvina,Portwain,Female,8/15/1912,8/24/1987,608,608,608,"[{},{}]"
609,Gaspard,Benstead,Male,8/30/2012,10/30/1954,609,609,609,[{}]
610,Sybyl,Almak,Male,4/12/2008,5/25/1981,610,610,610,[]
611,Edna,Metzig,Male,12/1/1978,11/30/1965,611,611,611,"[{},{},{},{}]"
612,Dietrich,Lyal,Female,10/26/1913,11/9/1926,612,612,612,"[{},{}]"
613,Marlene,Henningham,Female,7/22/2013,12/1/1988,613,613,613,"[{},{},{}]"
614,Dur,Gheorghie,Female,3/19/1912,2/8/1983,614,614,614,"[{},{},{},{},{}]"
615,Mendie,Batting,Female,3/8/1953,10/2/1986,615,615,615,"[{},{},{}]"
616,Tabbie,Le Port,Male,1/5/2007,8/20/1922,616,616,616,[]
617,Shurlock,McAuliffe,Male,9/10/2021,12/24/1962,617,617,617,"[{},{},{}]"
618,Boris,Kimbly,Male,8/12/1989,11/17/1900,618,618,618,"[{},{}]"
619,Saba,Pratton,Male,1/24/1949,11/30/1959,619,619,619,"[{},{},{}]"
620,Fallon,Showell,Female,1/4/1947,7/14/1950,620,620,620,"[{},{},{}]"
621,Emera,Trice,Female,1/22/2012,8/26/1913,621,621,621,"[{},{},{}]"
622,Natalya,Toal,Male,3/24/1906,5/30/1973,622,622,622,[{}]
623,Witty,Lammers,Female,3/2/1913,4/21/1930,623,623,623,[]
